user_id,age_group,education_level,employment_status,financial_knowledge_level,saving_habit,debt_experience,investment_experience,financial_behavior_level,financial_attitude_level,learning_goal,sex,risk,activity
U1419,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1420,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U1421,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,mujer,0.30000000000000004,0.7749999999999999
U1422,18-24,universidad,desempleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.775
U1423,25-34,secundaria,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,mujer,0.30000000000000004,0.55
U1424,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,mujer,0.30000000000000004,0.675
U1425,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1426,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U1427,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1428,25-34,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.75
U1429,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1430,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1431,25-34,posgrado,desempleado,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.675
U1432,18-24,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.8749999999999999
U1433,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U1434,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1435,18-24,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.8749999999999999
U1436,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1437,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1438,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1439,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1440,25-34,posgrado,empleado,medio,frecuente,ninguna,básica,alto,medio,prepararse para invertir,hombre,0.75,0.7749999999999999
U1441,18-24,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U1442,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1443,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.55
U1444,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1445,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U1446,25-34,bachillerato,desempleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,mujer,0.725,0.675
U1447,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U1448,25-34,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.75
U1449,18-24,posgrado,estudiante,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1450,18-24,universidad,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,ahorrar,hombre,0.4,0.625
U1451,18-24,posgrado,desempleado,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.775
U1452,18-24,posgrado,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U1453,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1454,18-24,bachillerato,empleado,medio,ocasional,baja,básica,medio,alto,prepararse para invertir,mujer,0.825,0.65
U1455,18-24,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.8749999999999999
U1456,25-34,bachillerato,desempleado,medio,ocasional,ninguna,ninguna,medio,medio,ahorrar,mujer,0.325,0.45
U1457,25-34,bachillerato,estudiante,bajo,ocasional,media,ninguna,medio,bajo,entender deuda,hombre,0.25,0.525
U1458,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1459,25-34,secundaria,desempleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,mujer,0.30000000000000004,0.675
U1460,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U1461,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U1462,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1463,18-24,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U1464,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,mujer,0.4,0.85
U1465,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1466,18-24,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.8749999999999999
U1467,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1468,25-34,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,mujer,0.325,0.75
U1469,18-24,secundaria,estudiante,medio,frecuente,baja,básica,alto,alto,prepararse para invertir,hombre,0.825,0.85
U1470,25-34,universidad,desempleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.675
U1471,25-34,universidad,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1472,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U1473,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U1474,18-24,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.85
U1475,18-24,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.85
U1476,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,presupuestar,mujer,0.30000000000000004,0.45
U1477,18-24,universidad,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,ahorrar,hombre,0.4,0.625
U1478,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1479,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.8749999999999999
U1480,18-24,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.85
U1481,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1482,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.55
U1483,18-24,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U1484,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1485,18-24,posgrado,estudiante,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,hombre,0.25,0.85
U1486,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U1487,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U1488,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1489,25-34,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.75
U1490,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1491,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1492,25-34,universidad,empleado,medio,ocasional,ninguna,ninguna,medio,medio,presupuestar,hombre,0.325,0.55
U1493,25-34,universidad,desempleado,medio,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.675
U1494,18-24,primaria,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1495,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,mujer,0.30000000000000004,0.7749999999999999
U1496,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1497,18-24,secundaria,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U1498,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U1499,18-24,posgrado,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U1500,18-24,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U1501,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U1502,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U1503,18-24,posgrado,empleado,medio,ocasional,baja,ninguna,medio,medio,planificar finanzas,hombre,0.325,0.65
U1504,18-24,universidad,estudiante,medio,ocasional,baja,ninguna,medio,medio,ahorrar,hombre,0.325,0.625
U1505,18-24,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U1506,18-24,bachillerato,estudiante,medio,frecuente,baja,básica,alto,medio,prepararse para invertir,hombre,0.75,0.85
U1507,18-24,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1508,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U1509,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U1510,18-24,universidad,empleado,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.8749999999999999
U1511,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1512,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1513,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1514,18-24,universidad,desempleado,alto,ocasional,ninguna,ninguna,medio,alto,ahorrar,hombre,0.4,0.55
U1515,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1516,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1517,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1518,18-24,bachillerato,estudiante,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.625
U1519,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1520,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1521,25-34,bachillerato,desempleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.675
U1522,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U1523,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.8749999999999999
U1524,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U1525,25-34,universidad,estudiante,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.75
U1526,25-34,posgrado,desempleado,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.675
U1527,25-34,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.75
U1528,18-24,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1529,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1530,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1531,25-34,bachillerato,estudiante,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.525
U1532,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1533,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1534,18-24,universidad,estudiante,medio,ocasional,baja,ninguna,medio,alto,ahorrar,hombre,0.4,0.625
U1535,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1536,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1537,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1538,18-24,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.8749999999999999
U1539,25-34,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.75
U1540,18-24,bachillerato,estudiante,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.85
U1541,18-24,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U1542,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,mujer,0.30000000000000004,0.8749999999999999
U1543,18-24,secundaria,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U1544,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1545,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1546,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.45
U1547,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U1548,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1549,25-34,universidad,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1550,25-34,primaria,empleado,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U1551,18-24,secundaria,estudiante,medio,ocasional,ninguna,ninguna,medio,medio,ahorrar,hombre,0.325,0.625
U1552,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1553,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U1554,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U1555,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U1556,25-34,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U1557,25-34,posgrado,empleado,medio,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U1558,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1559,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1560,18-24,posgrado,desempleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U1561,25-34,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.75
U1562,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1563,18-24,posgrado,estudiante,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1564,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1565,25-34,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.7749999999999999
U1566,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1567,25-34,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U1568,25-34,universidad,desempleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.675
U1569,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U1570,18-24,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.85
U1571,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1572,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1573,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1574,18-24,posgrado,empleado,medio,ocasional,ninguna,ninguna,medio,alto,ahorrar,hombre,0.4,0.65
U1575,25-34,bachillerato,estudiante,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.75
U1576,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U1577,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U1578,25-34,universidad,empleado,medio,ocasional,baja,ninguna,medio,alto,ahorrar,hombre,0.4,0.55
U1579,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1580,25-34,posgrado,empleado,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,hombre,0.25,0.7749999999999999
U1581,18-24,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.8749999999999999
U1582,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1583,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.55
U1584,25-34,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U1585,25-34,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,mujer,0.325,0.7749999999999999
U1586,18-24,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.775
U1587,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1588,18-24,universidad,estudiante,medio,ocasional,ninguna,ninguna,medio,medio,ahorrar,mujer,0.325,0.625
U1589,25-34,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.7749999999999999
U1590,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U1591,18-24,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.8749999999999999
U1592,18-24,universidad,estudiante,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.85
U1593,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1594,18-24,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.8749999999999999
U1595,25-34,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.7749999999999999
U1596,18-24,secundaria,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U1597,18-24,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1598,18-24,bachillerato,estudiante,medio,ocasional,baja,ninguna,medio,medio,presupuestar,hombre,0.325,0.625
U1599,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1600,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U1601,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1602,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.675
U1603,18-24,secundaria,empleado,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.8749999999999999
U1604,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1605,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1606,18-24,posgrado,empleado,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,hombre,0.25,0.8749999999999999
U1607,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.8749999999999999
U1608,25-34,posgrado,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.55
U1609,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.55
U1610,25-34,primaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1611,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1612,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U1613,18-24,posgrado,empleado,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.8749999999999999
U1614,25-34,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U1615,25-34,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.75
U1616,25-34,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.75
U1617,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1618,25-34,universidad,empleado,medio,frecuente,baja,básica,alto,alto,prepararse para invertir,hombre,0.825,0.7749999999999999
U1619,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U1620,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1621,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.675
U1622,25-34,universidad,desempleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.45
U1623,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U1624,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.8749999999999999
U1625,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U1626,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U1627,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1628,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.55
U1629,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U1630,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,alto,ahorrar,mujer,0.4,0.7749999999999999
U1631,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,medio,planificar finanzas,mujer,0.325,0.85
U1632,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U1633,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1634,25-34,universidad,desempleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.675
U1635,18-24,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.8749999999999999
U1636,18-24,posgrado,estudiante,medio,frecuente,baja,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U1637,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U1638,25-34,posgrado,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.7749999999999999
U1639,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U1640,25-34,universidad,desempleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.675
