interaction_id,user_id,content_id,topic,affinity,completion,relevant,event,score,timestamp
I17128,U1427,C558,fraude,0.7,0,0,viewed,0.1229,2025-08-14:00:00
I17129,U1427,C621,interes,0.8,0,0,viewed,0.109,2025-09-16:00:00
I17130,U1427,C249,planificacion,0.8,1,1,quiz_passed,0.8654,2025-10-18:00:00
I17131,U1427,C168,ahorro,1.0,1,1,completed,1.0,2025-11-20:00:00
I17132,U1427,C482,ahorro,1.0,1,1,completed,1.0,2025-12-22:00:00
I17133,U1428,C918,interes,0.8,1,1,completed,0.9165,2025-01-00:00:00
I17134,U1428,C494,inflacion,0.3,0,0,viewed,0.0433,2025-02-02:00:00
I17135,U1428,C489,interes,0.8,0,0,disliked,0.0448,2025-03-04:00:00
I17136,U1428,C264,ahorro,1.0,1,1,completed,1.0,2025-04-06:00:00
I17137,U1428,C386,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I17138,U1428,C832,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I17139,U1428,C452,ahorro,1.0,0,0,viewed,0.0221,2025-07-12:00:00
I17140,U1428,C195,ahorro,1.0,1,1,completed,1.0,2025-08-14:00:00
I17141,U1428,C453,ahorro,1.0,0,0,disliked,0.11,2025-09-16:00:00
I17142,U1428,C974,fraude,0.7,1,1,completed,0.7906,2025-10-18:00:00
I17143,U1428,C937,cuentas bancarias,1.0,0,0,viewed,0.1432,2025-11-20:00:00
I17144,U1428,C403,interes,0.8,0,0,disliked,0.0992,2025-12-22:00:00
I17145,U1429,C489,ahorro,1.0,1,1,completed,1.0,2025-01-00:00:00
I17146,U1429,C863,fraude,0.7,1,1,completed,0.799,2025-02-02:00:00
I17147,U1429,C155,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I17148,U1429,C511,cuentas bancarias,1.0,1,1,completed,1.0,2025-04-06:00:00
I17149,U1429,C120,ahorro,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I17150,U1429,C880,cuentas bancarias,1.0,1,1,completed,1.0,2025-06-10:00:00
I17151,U1429,C606,hipotecas,0.7,0,0,disliked,0.1267,2025-07-12:00:00
I17152,U1429,C960,planificacion,0.8,0,0,disliked,0.04,2025-08-14:00:00
I17153,U1429,C564,interes,0.8,1,1,quiz_passed,0.849,2025-09-16:00:00
I17154,U1429,C724,tarjetas,0.2,1,0,completed,0.2294,2025-10-18:00:00
I17155,U1429,C753,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I17156,U1429,C888,planificacion,0.8,0,0,viewed,0.0417,2025-12-22:00:00
I17157,U1430,C161,ahorro,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17158,U1430,C469,cuentas bancarias,1.0,0,0,viewed,0.0819,2025-02-02:00:00
I17159,U1430,C431,interes,0.8,1,1,quiz_passed,0.8651,2025-03-04:00:00
I17160,U1430,C406,hipotecas,0.7,1,1,completed,0.701,2025-04-06:00:00
I17161,U1430,C249,cuentas bancarias,1.0,1,1,completed,1.0,2025-05-08:00:00
I17162,U1430,C113,interes,0.8,1,1,quiz_passed,0.8589,2025-06-10:00:00
I17163,U1430,C130,tarjetas,0.2,1,0,completed,0.2524,2025-07-12:00:00
I17164,U1430,C506,planificacion,0.8,1,1,quiz_passed,0.8795,2025-08-14:00:00
I17165,U1430,C258,ahorro,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I17166,U1430,C784,ahorro,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I17167,U1430,C974,planificacion,0.8,1,1,quiz_passed,0.8888,2025-11-20:00:00
I17168,U1430,C193,hipotecas,0.7,0,0,viewed,0.0947,2025-12-22:00:00
I17169,U1431,C374,cuentas bancarias,1.0,1,1,completed,1.0,2025-01-00:00:00
I17170,U1431,C135,fraude,0.7,0,0,viewed,0.0232,2025-02-02:00:00
I17171,U1431,C948,credito,0.1,1,0,completed,0.2017,2025-03-04:00:00
I17172,U1431,C959,hipotecas,0.7,0,0,viewed,0.0373,2025-04-06:00:00
I17173,U1431,C420,fraude,0.7,0,0,disliked,0.1121,2025-05-08:00:00
I17174,U1431,C763,planificacion,0.8,0,0,viewed,0.0521,2025-06-10:00:00
I17175,U1431,C381,cuentas bancarias,1.0,1,1,completed,1.0,2025-07-12:00:00
I17176,U1431,C716,inversion,0.45,1,0,quiz_passed,0.5852,2025-08-14:00:00
I17177,U1431,C753,interes,0.8,1,1,completed,0.8774,2025-09-16:00:00
I17178,U1431,C461,inflacion,0.3,1,0,completed,0.3385,2025-10-18:00:00
I17179,U1431,C207,planificacion,0.8,1,1,completed,0.8643,2025-11-20:00:00
I17180,U1431,C892,interes,0.8,0,0,viewed,0.028,2025-12-22:00:00
I17181,U1432,C816,tarjetas,0.2,1,0,completed,0.3128,2025-01-00:00:00
I17182,U1432,C499,riesgo,0.1,0,0,viewed,0.0991,2025-02-02:00:00
I17183,U1432,C757,ahorro,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I17184,U1432,C611,planificacion,0.8,1,1,completed,0.87,2025-04-06:00:00
I17185,U1432,C708,hipotecas,0.7,1,1,completed,0.7345,2025-05-08:00:00
I17186,U1432,C988,interes,0.8,1,1,quiz_passed,0.9264,2025-06-10:00:00
I17187,U1432,C618,ahorro,1.0,1,1,completed,1.0,2025-07-12:00:00
I17188,U1432,C901,interes,0.8,1,1,completed,0.877,2025-08-14:00:00
I17189,U1432,C240,ahorro,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I17190,U1432,C538,fraude,0.7,1,1,completed,0.8114,2025-10-18:00:00
I17191,U1432,C131,planificacion,0.8,1,1,quiz_passed,0.9438,2025-11-20:00:00
I17192,U1432,C358,inflacion,0.3,0,0,viewed,0.0557,2025-12-22:00:00
I17193,U1433,C644,hipotecas,0.7,1,1,completed,0.8023,2025-01-00:00:00
I17194,U1433,C968,planificacion,0.8,0,0,viewed,0.0311,2025-02-02:00:00
I17195,U1433,C789,fraude,0.7,1,1,quiz_passed,0.7485,2025-03-04:00:00
I17196,U1433,C185,hipotecas,0.7,1,1,quiz_passed,0.8042,2025-04-06:00:00
I17197,U1433,C505,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I17198,U1433,C794,ahorro,1.0,1,1,completed,1.0,2025-06-10:00:00
I17199,U1433,C938,deuda,0.1,0,0,viewed,0.0422,2025-07-12:00:00
I17200,U1433,C367,cuentas bancarias,1.0,0,0,viewed,0.0657,2025-08-14:00:00
I17201,U1433,C404,ahorro,1.0,0,0,viewed,0.1066,2025-09-16:00:00
I17202,U1433,C324,hipotecas,0.7,1,1,completed,0.8053,2025-10-18:00:00
I17203,U1433,C726,interes,0.8,1,1,quiz_passed,0.9251,2025-11-20:00:00
I17204,U1433,C333,fraude,0.7,0,0,viewed,0.1446,2025-12-22:00:00
I17205,U1434,C449,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17206,U1434,C720,ahorro,1.0,1,1,completed,1.0,2025-02-02:00:00
I17207,U1434,C237,ahorro,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I17208,U1434,C303,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I17209,U1434,C756,inversion,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I17210,U1434,C837,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I17211,U1434,C530,interes,0.8,0,0,viewed,0.0555,2025-07-12:00:00
I17212,U1434,C242,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I17213,U1434,C939,fraude,0.7,1,1,completed,0.8345,2025-09-16:00:00
I17214,U1434,C554,planificacion,0.8,1,1,completed,0.9326,2025-10-18:00:00
I17215,U1434,C756,inversion,1.0,0,0,viewed,0.0221,2025-11-20:00:00
I17216,U1434,C787,inversion,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I17217,U1435,C513,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17218,U1435,C785,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I17219,U1435,C594,inflacion,0.3,1,0,completed,0.4033,2025-03-04:00:00
I17220,U1435,C965,inversion,0.45,1,0,completed,0.498,2025-04-06:00:00
I17221,U1435,C140,hipotecas,0.7,0,0,viewed,0.065,2025-05-08:00:00
I17222,U1435,C365,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I17223,U1435,C124,hipotecas,0.7,1,1,completed,0.8495,2025-07-12:00:00
I17224,U1435,C360,fraude,0.7,0,0,viewed,0.0967,2025-08-14:00:00
I17225,U1435,C113,ahorro,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I17226,U1435,C873,ahorro,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I17227,U1435,C204,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I17228,U1435,C979,inflacion,0.3,1,0,completed,0.4144,2025-12-22:00:00
I17229,U1436,C438,inflacion,0.3,1,0,completed,0.3549,2025-01-00:00:00
I17230,U1436,C758,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I17231,U1436,C772,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I17232,U1436,C681,inflacion,0.3,1,0,completed,0.3762,2025-04-06:00:00
I17233,U1436,C826,inflacion,0.3,1,0,completed,0.3827,2025-05-08:00:00
I17234,U1436,C804,fraude,0.7,1,1,quiz_passed,0.8096,2025-06-10:00:00
I17235,U1436,C980,hipotecas,0.7,0,0,viewed,0.0451,2025-07-12:00:00
I17236,U1436,C926,interes,0.8,1,1,completed,0.911,2025-08-14:00:00
I17237,U1436,C938,ahorro,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I17238,U1436,C938,inversion,0.45,0,0,viewed,0.1249,2025-10-18:00:00
I17239,U1436,C969,ahorro,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I17240,U1436,C285,tarjetas,0.2,0,0,viewed,0.0735,2025-12-22:00:00
I17241,U1437,C297,hipotecas,0.7,1,1,quiz_passed,0.8364,2025-01-00:00:00
I17242,U1437,C883,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I17243,U1437,C478,fraude,0.7,1,1,quiz_passed,0.774,2025-03-04:00:00
I17244,U1437,C764,inversion,0.45,1,0,quiz_passed,0.4928,2025-04-06:00:00
I17245,U1437,C386,interes,0.8,1,1,quiz_passed,0.8337,2025-05-08:00:00
I17246,U1437,C549,planificacion,0.8,0,0,viewed,0.0028,2025-06-10:00:00
I17247,U1437,C262,diversificacion,0.05,1,0,completed,0.1976,2025-07-12:00:00
I17248,U1437,C584,tarjetas,0.2,0,0,viewed,0.0777,2025-08-14:00:00
I17249,U1437,C857,interes,0.8,1,1,completed,0.8204,2025-09-16:00:00
I17250,U1437,C854,inversion,0.45,0,0,viewed,0.0316,2025-10-18:00:00
I17251,U1437,C861,hipotecas,0.7,0,0,viewed,0.1224,2025-11-20:00:00
I17252,U1437,C383,ahorro,1.0,0,0,viewed,0.1257,2025-12-22:00:00
I17253,U1438,C104,inversion,0.45,1,0,quiz_passed,0.4689,2025-01-00:00:00
I17254,U1438,C486,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I17255,U1438,C155,interes,0.8,1,1,completed,0.8369,2025-03-04:00:00
I17256,U1438,C473,cuentas bancarias,1.0,1,1,completed,1.0,2025-04-06:00:00
I17257,U1438,C914,cuentas bancarias,1.0,1,1,completed,1.0,2025-05-08:00:00
I17258,U1438,C220,interes,0.8,0,0,viewed,0.0236,2025-06-10:00:00
I17259,U1438,C176,planificacion,0.8,0,0,viewed,0.0343,2025-07-12:00:00
I17260,U1438,C791,cuentas bancarias,1.0,1,1,completed,1.0,2025-08-14:00:00
I17261,U1438,C877,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I17262,U1438,C512,planificacion,0.8,1,1,quiz_passed,0.8892,2025-10-18:00:00
I17263,U1438,C998,planificacion,0.8,1,1,quiz_passed,0.8571,2025-11-20:00:00
I17264,U1438,C877,prestamos,0.1,0,0,viewed,0.1395,2025-12-22:00:00
I17265,U1439,C439,interes,0.8,1,1,completed,0.8076,2025-01-00:00:00
I17266,U1439,C129,fraude,0.7,1,1,completed,0.7054,2025-02-02:00:00
I17267,U1439,C514,hipotecas,0.7,0,0,viewed,0.0949,2025-03-04:00:00
I17268,U1439,C261,interes,0.8,1,1,quiz_passed,0.8549,2025-04-06:00:00
I17269,U1439,C654,diversificacion,0.05,1,0,completed,0.1394,2025-05-08:00:00
I17270,U1439,C549,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I17271,U1439,C421,inflacion,0.3,1,0,quiz_passed,0.4333,2025-07-12:00:00
I17272,U1439,C777,ahorro,1.0,1,1,completed,1.0,2025-08-14:00:00
I17273,U1439,C298,hipotecas,0.7,1,1,quiz_passed,0.8321,2025-09-16:00:00
I17274,U1439,C135,ahorro,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I17275,U1439,C946,inversion,0.45,1,0,completed,0.492,2025-11-20:00:00
I17276,U1439,C201,hipotecas,0.7,1,1,completed,0.7141,2025-12-22:00:00
I17277,U1440,C206,inflacion,0.3,0,0,disliked,0.0281,2025-01-00:00:00
I17278,U1440,C515,cuentas bancarias,1.0,0,0,disliked,0.1262,2025-02-02:00:00
I17279,U1440,C851,inversion,0.45,1,0,quiz_passed,0.496,2025-03-04:00:00
I17280,U1440,C202,planificacion,0.8,1,1,quiz_passed,0.9361,2025-04-06:00:00
I17281,U1440,C845,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I17282,U1440,C980,deuda,0.1,0,0,viewed,0.1129,2025-06-10:00:00
I17283,U1440,C175,tarjetas,0.2,0,0,viewed,0.1415,2025-07-12:00:00
I17284,U1440,C869,interes,0.8,1,1,completed,0.946,2025-08-14:00:00
I17285,U1440,C475,cuentas bancarias,1.0,0,0,disliked,0.0696,2025-09-16:00:00
I17286,U1440,C275,planificacion,0.8,1,1,quiz_passed,0.802,2025-10-18:00:00
I17287,U1440,C478,interes,0.8,0,0,viewed,0.1322,2025-11-20:00:00
I17288,U1440,C515,credito,0.1,1,0,completed,0.1672,2025-12-22:00:00
I17289,U1441,C880,inversion,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17290,U1441,C544,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I17291,U1441,C323,planificacion,0.8,0,0,viewed,0.0481,2025-03-04:00:00
I17292,U1441,C788,diversificacion,1.0,1,1,completed,1.0,2025-04-06:00:00
I17293,U1441,C361,inversion,1.0,1,1,completed,1.0,2025-05-08:00:00
I17294,U1441,C494,cuentas bancarias,1.0,0,0,viewed,0.0686,2025-06-10:00:00
I17295,U1441,C212,planificacion,0.8,0,0,viewed,0.1259,2025-07-12:00:00
I17296,U1441,C579,hipotecas,0.7,1,1,completed,0.7291,2025-08-14:00:00
I17297,U1441,C790,diversificacion,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I17298,U1441,C241,cuentas bancarias,1.0,1,1,completed,1.0,2025-10-18:00:00
I17299,U1441,C258,ahorro,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I17300,U1441,C256,diversificacion,1.0,1,1,completed,1.0,2025-12-22:00:00
I17301,U1442,C567,planificacion,0.8,0,0,viewed,0.0498,2025-01-00:00:00
I17302,U1442,C791,fraude,0.7,0,0,viewed,0.0936,2025-02-02:00:00
I17303,U1442,C120,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I17304,U1442,C780,inversion,0.45,1,0,completed,0.5012,2025-04-06:00:00
I17305,U1442,C619,planificacion,0.8,0,0,viewed,0.0031,2025-05-08:00:00
I17306,U1442,C303,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I17307,U1442,C823,planificacion,0.8,0,0,viewed,0.0083,2025-07-12:00:00
I17308,U1442,C432,fraude,0.7,0,0,viewed,0.0252,2025-08-14:00:00
I17309,U1442,C160,cuentas bancarias,1.0,1,1,completed,1.0,2025-09-16:00:00
I17310,U1442,C860,cuentas bancarias,1.0,1,1,completed,1.0,2025-10-18:00:00
I17311,U1442,C563,ahorro,1.0,1,1,completed,1.0,2025-11-20:00:00
I17312,U1442,C893,riesgo,0.1,0,0,viewed,0.0428,2025-12-22:00:00
I17313,U1443,C880,tarjetas,0.2,0,0,disliked,0.1484,2025-01-00:00:00
I17314,U1443,C402,fraude,0.7,1,1,quiz_passed,0.783,2025-02-02:00:00
I17315,U1443,C123,planificacion,0.8,0,0,viewed,0.1221,2025-03-04:00:00
I17316,U1443,C213,inflacion,0.3,0,0,disliked,0.1198,2025-04-06:00:00
I17317,U1443,C226,deuda,0.1,0,0,viewed,0.128,2025-05-08:00:00
I17318,U1443,C500,planificacion,0.8,1,1,quiz_passed,0.8065,2025-06-10:00:00
I17319,U1443,C558,interes,0.4,0,0,viewed,0.007,2025-07-12:00:00
I17320,U1443,C595,ahorro,0.7,0,0,viewed,0.0973,2025-08-14:00:00
I17321,U1443,C809,ahorro,0.7,1,1,completed,0.7979,2025-09-16:00:00
I17322,U1443,C189,interes,0.4,1,0,completed,0.429,2025-10-18:00:00
I17323,U1443,C912,interes,0.4,1,0,quiz_passed,0.5381,2025-11-20:00:00
I17324,U1443,C152,fraude,0.7,1,1,quiz_passed,0.8156,2025-12-22:00:00
I17325,U1444,C915,fraude,0.7,0,0,viewed,0.0072,2025-01-00:00:00
I17326,U1444,C390,planificacion,0.8,0,0,viewed,0.0466,2025-02-02:00:00
I17327,U1444,C636,diversificacion,0.05,1,0,quiz_passed,0.1462,2025-03-04:00:00
I17328,U1444,C959,planificacion,0.8,0,0,viewed,0.1026,2025-04-06:00:00
I17329,U1444,C959,inversion,0.45,0,0,viewed,0.0124,2025-05-08:00:00
I17330,U1444,C361,cuentas bancarias,1.0,1,1,completed,1.0,2025-06-10:00:00
I17331,U1444,C373,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I17332,U1444,C622,planificacion,0.8,1,1,quiz_passed,0.8893,2025-08-14:00:00
I17333,U1444,C314,planificacion,0.8,1,1,quiz_passed,0.8812,2025-09-16:00:00
I17334,U1444,C752,cuentas bancarias,1.0,0,0,viewed,0.1186,2025-10-18:00:00
I17335,U1444,C961,interes,0.8,1,1,completed,0.9216,2025-11-20:00:00
I17336,U1444,C448,hipotecas,0.7,1,1,completed,0.8334,2025-12-22:00:00
I17337,U1445,C103,interes,0.8,1,1,quiz_passed,0.9481,2025-01-00:00:00
I17338,U1445,C441,inversion,0.45,1,0,quiz_passed,0.5501,2025-02-02:00:00
I17339,U1445,C450,inflacion,0.3,1,0,quiz_passed,0.4064,2025-03-04:00:00
I17340,U1445,C133,tarjetas,0.2,1,0,quiz_passed,0.2603,2025-04-06:00:00
I17341,U1445,C146,planificacion,0.8,1,1,quiz_passed,0.9357,2025-05-08:00:00
I17342,U1445,C185,credito,0.1,0,0,viewed,0.0445,2025-06-10:00:00
I17343,U1445,C383,hipotecas,0.7,0,0,viewed,0.037,2025-07-12:00:00
I17344,U1445,C967,interes,0.8,1,1,completed,0.9115,2025-08-14:00:00
I17345,U1445,C988,interes,0.8,1,1,quiz_passed,0.9056,2025-09-16:00:00
I17346,U1445,C814,ahorro,1.0,1,1,completed,1.0,2025-10-18:00:00
I17347,U1445,C581,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I17348,U1445,C816,ahorro,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I17349,U1446,C383,interes,0.8,1,1,quiz_passed,0.8023,2025-01-00:00:00
I17350,U1446,C631,inflacion,0.3,0,0,viewed,0.0392,2025-02-02:00:00
I17351,U1446,C709,inversion,0.45,1,0,completed,0.5116,2025-03-04:00:00
I17352,U1446,C420,inversion,0.45,1,0,quiz_passed,0.5174,2025-04-06:00:00
I17353,U1446,C431,cuentas bancarias,1.0,1,1,completed,1.0,2025-05-08:00:00
I17354,U1446,C468,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I17355,U1446,C951,hipotecas,0.7,1,1,quiz_passed,0.7192,2025-07-12:00:00
I17356,U1446,C266,fraude,0.7,0,0,viewed,0.0056,2025-08-14:00:00
I17357,U1446,C236,interes,0.8,1,1,completed,0.8836,2025-09-16:00:00
I17358,U1446,C204,fraude,0.7,1,1,quiz_passed,0.8494,2025-10-18:00:00
I17359,U1446,C475,interes,0.8,1,1,completed,0.8801,2025-11-20:00:00
I17360,U1446,C283,ahorro,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I17361,U1447,C587,cuentas bancarias,1.0,0,0,viewed,0.0898,2025-01-00:00:00
I17362,U1447,C941,diversificacion,0.05,1,0,quiz_passed,0.1998,2025-02-02:00:00
I17363,U1447,C321,interes,0.8,0,0,viewed,0.0158,2025-03-04:00:00
I17364,U1447,C830,fraude,0.7,0,0,viewed,0.0901,2025-04-06:00:00
I17365,U1447,C915,planificacion,0.8,1,1,completed,0.9037,2025-05-08:00:00
I17366,U1447,C577,ahorro,1.0,1,1,completed,1.0,2025-06-10:00:00
I17367,U1447,C417,ahorro,1.0,1,1,completed,1.0,2025-07-12:00:00
I17368,U1447,C195,planificacion,0.8,1,1,completed,0.899,2025-08-14:00:00
I17369,U1447,C693,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I17370,U1447,C173,hipotecas,0.7,1,1,completed,0.7461,2025-10-18:00:00
I17371,U1447,C246,ahorro,1.0,0,0,viewed,0.1305,2025-11-20:00:00
I17372,U1447,C744,cuentas bancarias,1.0,1,1,completed,1.0,2025-12-22:00:00
I17373,U1448,C582,fraude,0.7,1,1,completed,0.8144,2025-01-00:00:00
I17374,U1448,C848,planificacion,0.8,0,0,viewed,0.0734,2025-02-02:00:00
I17375,U1448,C302,interes,0.8,1,1,completed,0.846,2025-03-04:00:00
I17376,U1448,C415,interes,0.8,1,1,completed,0.8048,2025-04-06:00:00
I17377,U1448,C210,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I17378,U1448,C652,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I17379,U1448,C766,inversion,0.45,1,0,completed,0.57,2025-07-12:00:00
I17380,U1448,C287,planificacion,0.8,0,0,disliked,0.0837,2025-08-14:00:00
I17381,U1448,C728,hipotecas,0.7,0,0,viewed,0.0283,2025-09-16:00:00
I17382,U1448,C136,fraude,0.7,0,0,viewed,0.1319,2025-10-18:00:00
I17383,U1448,C118,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I17384,U1448,C472,interes,0.8,1,1,quiz_passed,0.9452,2025-12-22:00:00
I17385,U1449,C108,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17386,U1449,C671,fraude,0.7,1,1,quiz_passed,0.8458,2025-02-02:00:00
I17387,U1449,C366,credito,0.1,0,0,viewed,0.077,2025-03-04:00:00
I17388,U1449,C577,fraude,0.7,0,0,viewed,0.0703,2025-04-06:00:00
I17389,U1449,C259,interes,0.8,0,0,viewed,0.058,2025-05-08:00:00
I17390,U1449,C733,riesgo,0.1,0,0,viewed,0.0215,2025-06-10:00:00
I17391,U1449,C576,ahorro,1.0,1,1,completed,1.0,2025-07-12:00:00
I17392,U1449,C576,hipotecas,0.7,0,0,disliked,0.0143,2025-08-14:00:00
I17393,U1449,C580,planificacion,0.8,1,1,completed,0.84,2025-09-16:00:00
I17394,U1449,C907,hipotecas,0.7,1,1,completed,0.7991,2025-10-18:00:00
I17395,U1449,C965,hipotecas,0.7,0,0,viewed,0.1178,2025-11-20:00:00
I17396,U1449,C802,ahorro,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I17397,U1450,C620,inversion,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17398,U1450,C823,fraude,0.7,0,0,viewed,0.0124,2025-02-02:00:00
I17399,U1450,C337,interes,0.4,1,0,completed,0.445,2025-03-04:00:00
I17400,U1450,C651,diversificacion,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I17401,U1450,C647,riesgo,1.0,0,0,viewed,0.0661,2025-05-08:00:00
I17402,U1450,C251,planificacion,0.8,1,1,completed,0.8678,2025-06-10:00:00
I17403,U1450,C151,diversificacion,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I17404,U1450,C695,tarjetas,0.2,1,0,quiz_passed,0.2056,2025-08-14:00:00
I17405,U1450,C909,inflacion,0.3,1,0,completed,0.3613,2025-09-16:00:00
I17406,U1450,C748,riesgo,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I17407,U1450,C215,fraude,0.7,1,1,quiz_passed,0.8054,2025-11-20:00:00
I17408,U1450,C215,planificacion,0.8,0,0,viewed,0.039,2025-12-22:00:00
I17409,U1451,C462,credito,1.0,1,1,completed,1.0,2025-01-00:00:00
I17410,U1451,C486,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I17411,U1451,C819,credito,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I17412,U1451,C107,hipotecas,0.7,1,1,completed,0.7271,2025-04-06:00:00
I17413,U1451,C411,tarjetas,0.8,1,1,quiz_passed,0.9177,2025-05-08:00:00
I17414,U1451,C374,tarjetas,0.8,1,1,quiz_passed,0.8677,2025-06-10:00:00
I17415,U1451,C974,inversion,0.45,1,0,quiz_passed,0.5825,2025-07-12:00:00
I17416,U1451,C540,cuentas bancarias,1.0,0,0,viewed,0.0311,2025-08-14:00:00
I17417,U1451,C518,planificacion,0.8,1,1,quiz_passed,0.924,2025-09-16:00:00
I17418,U1451,C103,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I17419,U1451,C671,inflacion,0.9,1,1,quiz_passed,1.0,2025-11-20:00:00
I17420,U1451,C237,fraude,0.7,1,1,quiz_passed,0.8159,2025-12-22:00:00
I17421,U1452,C281,diversificacion,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17422,U1452,C377,ahorro,1.0,0,0,viewed,0.0421,2025-02-02:00:00
I17423,U1452,C884,diversificacion,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I17424,U1452,C135,planificacion,0.8,1,1,completed,0.9064,2025-04-06:00:00
I17425,U1452,C553,diversificacion,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I17426,U1452,C700,diversificacion,1.0,1,1,completed,1.0,2025-06-10:00:00
I17427,U1452,C459,hipotecas,0.7,1,1,completed,0.7112,2025-07-12:00:00
I17428,U1452,C994,riesgo,1.0,1,1,completed,1.0,2025-08-14:00:00
I17429,U1452,C364,interes,0.8,0,0,viewed,0.0984,2025-09-16:00:00
I17430,U1452,C610,cuentas bancarias,1.0,1,1,completed,1.0,2025-10-18:00:00
I17431,U1452,C868,ahorro,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I17432,U1452,C394,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I17433,U1453,C747,ahorro,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I17434,U1453,C826,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I17435,U1453,C974,interes,0.8,1,1,completed,0.8093,2025-03-04:00:00
I17436,U1453,C409,fraude,0.7,1,1,completed,0.7259,2025-04-06:00:00
I17437,U1453,C122,interes,0.8,1,1,completed,0.8803,2025-05-08:00:00
I17438,U1453,C484,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
